"url","depth","content_type","raw_file"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-ngon-ngu/roi-bo-it-de-theo-duoi-dam-me-ngon-ngu-quyet-dinh-lieu-linh-va-cai-ket-vien-man-cua-chang-cuu-coc-fptu/","2","text/html","data/raw/fpt_admission/html/f643c0ee0d95601b9ca953f9.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-ngon-ngu/sinh-vien-fptu-nhap-vai-thanh-nguoi-noi-tieng-pho-dien-ngoai-ngu-va-kha-nang-ung-bien-tai-fpt-lafest-2025/","2","text/html","data/raw/fpt_admission/html/ef29601b5047cf2b36e565d5.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-quan-tri-kinh-doanh/coc-vang-an-gia-khuong-voi-10-bai-bao-quoc-te-q1-q2-nam-chinh-ngoai-doi-that-tai-fptu/","2","text/html","data/raw/fpt_admission/html/5d6465946a751fb593253359.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-quan-tri-kinh-doanh/le-nhap-mon-du-lich-lu-hanh/","2","text/html","data/raw/fpt_admission/html/1df991426c19b74b2eea3557.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-quan-tri-kinh-doanh/le-nhap-mon-quan-tri-khach-san/","2","text/html","data/raw/fpt_admission/html/41c88461f5a8d64ec79734df.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-quan-tri-kinh-doanh/nguyen-kim-huyen-ngoc-nu-sinh-hai-lan-coc-vang-va-danh-hieu-thu-khoa-fptu-2025/","2","text/html","data/raw/fpt_admission/html/20a9390a71693f109cdccb75.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-quan-tri-kinh-doanh/sac-viet-khi-sinh-vien-fptu-danh-thuc-di-san-bang-cong-nghe-ar/","2","text/html","data/raw/fpt_admission/html/fa1033cc9497c30c05649107.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-quan-tri-kinh-doanh/tour-outbound-thai-lan/","2","text/html","data/raw/fpt_admission/html/831f7629afd96cb1039a235c.html"
"https://daihoc.fpt.edu.vn/huong-nghiep/nganh-marketing-co-de-xin-viec-khong/","2","text/html","data/raw/fpt_admission/html/15a8d901b41dc4d35bb39c6f.html"
"https://daihoc.fpt.edu.vn/tin-noi-bat/chang-thu-khoa-nganh-cong-nghe-thong-tin-so-huu-10-bai-bao-quoc-te-va-hanh-trinh-chinh-phuc-loat-giai-thuong-chuyen-nganh/","2","text/html","data/raw/fpt_admission/html/6895c337643dd9a915a302e0.html"
"https://daihoc.fpt.edu.vn/tin-tuc/huong-dan-thu-tuc-nhap-hoc-cho-thi-sinh-trung-tuyen-truong-dai-hoc-fpt-nam-2026/","2","text/html","data/raw/fpt_admission/html/497bd51e484709b05764c9b1.html"
"https://daihoc.fpt.edu.vn/bao-chi-noi-ve-fptu/da-den-luc-chon-dai-hoc-theo-nang-luc-thich-ung-khong-chi-theo-nganh-hoc/","3","text/html","data/raw/fpt_admission/html/dd85742a90d4397db5f620c8.html"
"https://daihoc.fpt.edu.vn/chuyen-muc/hoat-dong-nha-truong/tin-tuc-nganh-cong-nghe-thong-tin/","3","text/html","data/raw/fpt_admission/html/c4117c02d59c1717dd56e404.html"
"https://daihoc.fpt.edu.vn/chuyen-muc/hoat-dong-nha-truong/tin-tuc-nganh-cong-nghe-truyen-thong/","3","text/html","data/raw/fpt_admission/html/54fad1ae909a85755e4a6ac2.html"
"https://daihoc.fpt.edu.vn/chuyen-muc/hoat-dong-nha-truong/tin-tuc-nganh-khoa-hoc-may-tinh/","3","text/html","data/raw/fpt_admission/html/4de5f4fa41c959b9027068d7.html"
"https://daihoc.fpt.edu.vn/chuyen-muc/hoat-dong-nha-truong/tin-tuc-nganh-ngon-ngu/","3","text/html","data/raw/fpt_admission/html/3b2dfda03de8cd98b5893a69.html"
"https://daihoc.fpt.edu.vn/chuyen-muc/hoat-dong-nha-truong/tin-tuc-nganh-quan-tri-kinh-doanh/","3","text/html","data/raw/fpt_admission/html/374e0ad5a81ece691f91947f.html"
"https://daihoc.fpt.edu.vn/hcm/tu-nhung-bai-toan-doi-song-den-giai-phap-cong-nghe-da-dang-do-an-dac-sac-cua-sinh-vien-ky-thuat-phan-mem/","3","text/html","data/raw/fpt_admission/html/032214f25968a9522675d401.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-luat/chuyen-gia-giao-duc-chia-se-bi-kip-chon-nganh-hoc-phu-hop-xu-the-cho-hoc-sinh-thpt/","3","text/html","data/raw/fpt_admission/html/f863b8f34c8f460a60711dd6.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-luat/tiep-noi-hanh-trinh-fptu-open-day-hang-nghin-2k8-giai-ma-nganh-hoc-va-cham-thu-cuoc-song-sinh-vien/","3","text/html","data/raw/fpt_admission/html/e11588b2ac83bf930d6ec6bc.html"
"https://daihoc.fpt.edu.vn/thong-bao-tuyen-sinh/hoc-ba-tranh-tai-dem-nguoc-thoi-han-dang-ky-san-hoc-bong-truong-dh-fpt/","3","text/html","data/raw/fpt_admission/html/a5603362907066d680648f8c.html"
"https://daihoc.fpt.edu.vn/thong-bao-tuyen-sinh/hoc-sinh-thpt-do-bo-truong-dai-hoc-fpt-trong-ngay-hoi-open-day-tai-tp-hcm-trai-nghiem-cong-nghe-va-dinh-huong-tuong-lai/","3","text/html","data/raw/fpt_admission/html/bbd25294df9aa157eb87726e.html"
"https://daihoc.fpt.edu.vn/thong-bao-tuyen-sinh/huong-dan-nop-ho-so-dang-ky-chuong-trinh-tim-kiem-nhan-tai-ky-nguyen-so-viet-nam-2026/","3","text/html","data/raw/fpt_admission/html/1e8e895e3bf4cf056c1619b8.html"
"https://daihoc.fpt.edu.vn/thong-bao-tuyen-sinh/truong-dai-hoc-fpt-giam-30-hoc-phi-cho-hoc-sinh-khu-vuc-1-mo-rong-co-hoi-tiep-can-giao-duc-dai-hoc-chat-luong-cao/","3","text/html","data/raw/fpt_admission/html/93c86712332f0ddb30079a21.html"
"https://daihoc.fpt.edu.vn/tin-noi-bat-muc-tin-tuc/truong-dai-hoc-fpt-chinh-thuc-mo-cong-dang-ky-chuong-trinh-hoc-bong-tim-kiem-nhan-tai-ky-nguyen-so/","3","text/html","data/raw/fpt_admission/html/9e6a6d330ef6f00394af27de.html"
"https://daihoc.fpt.edu.vn/tin-tuc/huong-dan-gioi-thieu-ung-vien-chuong-trinh-tim-kiem-nhan-tai-ky-nguyen-so-viet-nam/","3","text/html","data/raw/fpt_admission/html/4c480d01bb7a0e57bb9322c1.html"
"https://daihoc.fpt.edu.vn/tin-tuc/truong-dai-hoc-fpt-cong-bo-chuong-trinh-hoc-bong-tim-kiem-nhan-tai-ky-nguyen-so-voi-nhung-dac-quyen-chua-tung-co/","3","text/html","data/raw/fpt_admission/html/01f5dcf9bbf999897836fdf9.html"
"https://daihoc.fpt.edu.vn/tin-tuc/truong-dai-hoc-fpt-cong-bo-du-kien-phuong-thuc-tuyen-sinh-2026/","3","text/html","data/raw/fpt_admission/html/c624d4480d1cd0d49285b6c8.html"
